"country","year","kWh","continent"
"Ireland",2001,22796505594.7078,"Europe"
"Isle of Man",2001,,"Europe"
"Israel",2001,39241736301.1337,"Asia"
"Italy",2001,309230186314.119,"Europe"
"Jamaica",2001,6090906346.82953,"Americas"
"Japan",2001,984842419004.86,"Asia"
"Jersey",2001,,"Europe"
"Jordan",2001,6897542826.23284,"Asia"
"Kazakhstan",2001,52321131868.2746,"Asia"
"Kenya",2001,3.934e+09,"Africa"
"Kiribati",2001,,"Oceania"
"North Korea",2001,1.7007e+10,"Asia"
"South Korea",2001,291632828364.804,"Asia"
"United Korea (former)
",2001,,"Asia"
"Kosovo",2001,5059946469.27909,
"Kuwait",2001,3.0526e+10,"Asia"
"Kyrgyz Republic",2001,8491941626.25629,"Asia"
"Lao",2001,,"Asia"
"Latvia",2001,5199998321.02695,"Europe"
"Lebanon",2001,1.0014e+10,"Asia"
"Lesotho",2001,,"Africa"
"Liberia",2001,,"Africa"
"Libya",2001,1.2278e+10,"Africa"
"Liechtenstein",2001,,"Europe"
"Lithuania",2001,9352511381.98117,"Europe"
"Luxembourg",2001,6864512913.19857,"Europe"
"Macao, China",2001,,"Asia"
"Macedonia, FYR",2001,5.722e+09,"Europe"
"Madagascar",2001,,"Africa"
"Malawi",2001,,"Africa"
"Malaysia",2001,6.5398e+10,"Asia"
"Maldives",2001,,"Asia"
"Mali",2001,,"Africa"
"Malta",2001,1715835772.51494,"Europe"
"Marshall Islands",2001,,"Oceania"
"Martinique",2001,,"Americas"
"Mauritania",2001,,"Africa"
"Mauritius",2001,,"Africa"
"Mayotte",2001,,"Africa"
"Mexico",2001,1.81861e+11,"Americas"
"Micronesia, Fed. Sts.",2001,,"Oceania"
"Moldova",2001,4538117483.32627,"Europe"
"Monaco",2001,,"Europe"
"Mongolia",2001,2.652e+09,"Asia"
"Montenegro",2001,,"Europe"
"Montserrat",2001,,"Americas"
"Morocco",2001,1.5289e+10,"Africa"
"Mozambique",2001,5.054e+09,"Africa"
"Myanmar",2001,3.229e+09,"Asia"
"Namibia",2001,2.352e+09,"Africa"
"Nauru",2001,,"Oceania"
"Nepal",2001,1.57e+09,"Asia"
"Netherlands",2001,106133070955.206,"Europe"
"Netherlands Antilles",2001,,"Americas"
"New Caledonia",2001,,"Oceania"
"New Zealand",2001,36790951859.2965,"Oceania"
"Ngorno-Karabakh",2001,,
"Nicaragua",2001,1.768e+09,"Americas"
"Niger",2001,,"Africa"
"Nigeria",2001,9.476e+09,"Africa"
"Niue",2001,,"Oceania"
"Norfolk Island",2001,,"Oceania"
"Northern Cyprus",2001,,"Asia"
"Northern Mariana Islands",2001,,"Oceania"
"Norway",2001,115515169319.265,"Europe"
"Oman",2001,7.885e+09,"Asia"
"Pakistan",2001,53551000362.9151,"Asia"
"Palau",2001,,"Oceania"
"Panama",2001,3.933e+09,"Americas"
"Papua New Guinea",2001,,"Oceania"
"Paraguay",2001,4.725e+09,"Americas"
"Peru",2001,1.8542e+10,"Americas"
"Philippines",2001,4.1337e+10,"Asia"
"Pitcairn",2001,,"Oceania"
"Poland",2001,124751073463.146,"Europe"
"Portugal",2001,43050831287.9463,"Europe"
"Puerto Rico",2001,,"Americas"
"Qatar",2001,9.257e+09,"Asia"
"Reunion",2001,,"Africa"
"Romania",2001,45675939385.1519,"Europe"
"Russia",2001,771052223959.019,"Europe"
"Rwanda",2001,,"Africa"
"St. Barthélemy",2001,,"Americas"
"St. Helena",2001,,"Africa"
"St. Kitts and Nevis",2001,,"Americas"
"St. Lucia",2001,,"Americas"
"St. Martin",2001,,
"St. Vincent and the Grenadines",2001,,"Americas"
"St.-Pierre-et-Miquelon",2001,,"Americas"
"Samoa",2001,,"Oceania"
"San Marino",2001,,"Europe"
"Sao Tome and Principe",2001,,"Africa"
"Saudi Arabia",2001,1.26098e+11,"Asia"
"Senegal",2001,1.25e+09,"Africa"
"Serbia",2001,44684191093.8633,"Europe"
"Serbia and Montenegro",2001,,
"Serbia excluding Kosovo",2001,,"Europe"
"Seychelles",2001,,"Africa"
"Sierra Leone",2001,,"Africa"
"Singapore",2001,29921627238.2794,"Asia"
"Slovak Republic",2001,27183663565.2081,"Europe"
"Slovenia",2001,11942926681.4253,"Europe"
"Solomon Islands",2001,,"Oceania"
"Somalia",2001,,"Africa"
"Somaliland",2001,,"Africa"
"South Africa",2001,198147732226.383,"Africa"
"South Ossetia",2001,,
"Spain",2001,221765092947.324,"Europe"
"Sri Lanka",2001,5536514709.79412,"Asia"
"Sudan",2001,1485817344.00672,"Africa"
"Suriname",2001,,"Americas"
"Svalbard",2001,,"Europe"
"Swaziland",2001,,"Africa"
"Sweden",2001,142218594674.886,"Europe"
"Switzerland",2001,57904334577.1574,"Europe"
"Syria",2001,1.9184e+10,"Asia"
"Taiwan",2001,,"Asia"
"Tajikistan",2001,1.3542e+10,"Asia"
"Tanzania",2001,2.105e+09,"Africa"
"Thailand",2001,9.5611e+10,"Asia"
"Timor-Leste",2001,,"Asia"
"Togo",2001,5.01e+08,"Africa"
"Tokelau",2001,,"Oceania"
"Tonga",2001,,"Oceania"
"Transnistria",2001,,
"Trinidad and Tobago",2001,5.216e+09,"Americas"
"Tunisia",2001,10006722773.3212,"Africa"
"Turkey",2001,1.03542e+11,"Asia"
"Turkmenistan",2001,8.137e+09,"Asia"
"Turks and Caicos Islands",2001,,"Americas"
"Tuvalu",2001,,"Oceania"
"Uganda",2001,,"Africa"
"Ukraine",2001,135196556848.63,"Europe"
"United Arab Emirates",2001,4.0074e+10,"Asia"
"United Kingdom",2001,363045463004.441,"Europe"
"United States",2001,3725392553545.07,"Americas"
"Uruguay",2001,6688097565.36628,"Americas"
"USSR",2001,,"Europe"
"Uzbekistan",2001,43887937875.014,"Asia"
"Wallis et Futuna",2001,,"Oceania"
"Vanuatu",2001,,"Oceania"
"Venezuela",2001,67468248524.2883,"Americas"
"West Bank and Gaza",2001,,"Asia"
"West Germany",2001,,"Europe"
"Western Sahara",2001,,"Africa"
"Vietnam",2001,26703252410.1703,"Asia"
"Virgin Islands (U.S.)",2001,,"Americas"
"North Yemen (former)",2001,,
"South Yemen (former)",2001,,
"Yemen",2001,2.613e+09,"Asia"
"Yugoslavia",2001,,
"Zambia",2001,6.615e+09,"Africa"
"Zimbabwe",2001,1.0398e+10,"Africa"
"Åland",2001,,"Europe"
"South Sudan",2001,,"Africa"
"Christian",2001,,
"Coastline",2001,,
"Curaçao",2001,,"Americas"
"Sint Maarten (Dutch part)",2001,,"Americas"
"St. Martin (French part)",2001,,"Americas"
"Antarctica",2001,,
"Virgin Islands, British",2001,,"Americas"
"Hawaiian Trade Zone",2001,,
"U.S. Pacific Islands",2001,,
"Wake Island",2001,,
"Bonaire",2001,,
"Sark",2001,,
"Chinese Taipei",2001,,"Asia"
"Saint Eustatius",2001,,
"Saba",2001,,
"Abkhazia",2002,,
"Afghanistan",2002,,"Asia"
"Akrotiri and Dhekelia",2002,,
"Albania",2002,4.763e+09,"Europe"
"Algeria",2002,2.328e+10,"Africa"
"American Samoa",2002,,"Oceania"
"Andorra",2002,,"Europe"
"Angola",2002,1.507e+09,"Africa"
"Anguilla",2002,,"Americas"
"Antigua and Barbuda",2002,,"Americas"
"Argentina",2002,7.591e+10,"Americas"
"Armenia",2002,3.751e+09,"Asia"
"Aruba",2002,,"Americas"
"Australia",2002,211981009451.897,"Oceania"
"Austria",2002,60038185277.4025,"Europe"
"Azerbaijan",2002,17406671493.0953,"Asia"
"Bahamas",2002,,"Americas"
"Bahrain",2002,6.735e+09,"Asia"
"Bangladesh",2002,1.6293e+10,"Asia"
"Barbados",2002,,"Americas"
"Belarus",2002,29718487690.8816,"Europe"
"Belgium",2002,85230355332.5652,"Europe"
"Belize",2002,,"Americas"
"Benin",2002,,"Africa"
"Bermuda",2002,,"Americas"
"Bhutan",2002,,"Asia"
"Bolivia",2002,3.741e+09,"Americas"
"Bosnia and Herzegovina",2002,7.865e+09,"Europe"
"Botswana",2002,2.252e+09,"Africa"
"Brazil",2002,324364998190.828,"Americas"
"British Virgin Islands",2002,,"Americas"
"Brunei",2002,2.361e+09,"Asia"
"Bulgaria",2002,30295883671.1289,"Europe"
"Burkina Faso",2002,,"Africa"
"Burundi",2002,,"Africa"
"Cambodia",2002,6.36e+08,"Asia"
"Cameroon",2002,2.536e+09,"Africa"
"Canada",2002,530525601965.723,"Americas"
"Cape Verde",2002,,"Africa"
"Cayman Islands",2002,,"Americas"
"Central African Republic",2002,,"Africa"
"Chad",2002,,"Africa"
"Channel Islands",2002,,
"Chile",2002,4.2785e+10,"Americas"
"China",2002,1537258326913.61,"Asia"
"Christmas Island",2002,,"Oceania"
"Cocos Island",2002,,
"Colombia",2002,3.5695e+10,"Americas"
"Comoros",2002,,"Africa"
"Congo, Dem. Rep.",2002,4.475e+09,"Africa"
"Congo, Rep.",2002,3.82e+08,"Africa"
"Cook Is",2002,,"Oceania"
"Costa Rica",2002,6.392e+09,"Americas"
"Cote d'Ivoire",2002,3.044e+09,"Africa"
"Croatia",2002,13764171597.2973,"Europe"
"Cuba",2002,1.3273e+10,"Americas"
"Cyprus",2002,3.618e+09,"Asia"
"Czech Republic",2002,60130369197.8708,"Europe"
"Czechoslovakia",2002,,
"Denmark",2002,35089560929.0744,"Europe"
"Djibouti",2002,,"Africa"
"Dominica",2002,,"Americas"
"Dominican Republic",2002,1.1131e+10,"Americas"
"East Germany",2002,,
"Ecuador",2002,8.602e+09,"Americas"
"Egypt",2002,7.7129e+10,"Africa"
"El Salvador",2002,3.979e+09,"Americas"
"Equatorial Guinea",2002,,"Africa"
"Eritrea",2002,2.16e+08,"Africa"
"Eritrea and Ethiopia",2002,,
"Estonia",2002,6645203467.57502,"Europe"
"Ethiopia",2002,1.84e+09,"Africa"
"Faeroe Islands",2002,,"Europe"
"Falkland Is (Malvinas)",2002,,"Americas"
"Fiji",2002,,"Oceania"
"Finland",2002,83874857091.4345,"Europe"
"France",2002,436450573076.488,"Europe"
"French Guiana",2002,,"Americas"
"French Polynesia",2002,,"Oceania"
"Gabon",2002,1.182e+09,"Africa"
"Gambia",2002,,"Africa"
"Georgia",2002,6984175270.14,"Asia"
"Germany",2002,568845319824.419,"Europe"
"Ghana",2002,6.262e+09,"Africa"
"Gibraltar",2002,,"Europe"
"Greece",2002,53942924487.3035,"Europe"
"Greenland",2002,,"Americas"
"Grenada",2002,,"Americas"
"Guadeloupe",2002,,"Americas"
"Guam",2002,,"Oceania"
"Guatemala",2002,4.432e+09,"Americas"
"Guernsey",2002,,"Europe"
"Guinea",2002,,"Africa"
"Guinea-Bissau",2002,,"Africa"
"Guyana",2002,,"Americas"
"Haiti",2002,2.68e+08,"Americas"
"Holy See",2002,,"Europe"
"Honduras",2002,3.591e+09,"Americas"
"Hong Kong, China",2002,38613368268.5607,"Asia"
"Hungary",2002,36016357538.5525,"Europe"
"Iceland",2002,8000356294.97466,"Europe"
"India",2002,435755998799.233,"Asia"
"Indonesia",2002,9.0746e+10,"Asia"
"Iran",2002,1.1743e+11,"Asia"
"Iraq",2002,31111906182.3291,"Asia"
"Ireland",2002,23755140822.6001,"Europe"
"Isle of Man",2002,,"Europe"
"Israel",2002,40587454754.7945,"Asia"
"Italy",2002,317979342325.245,"Europe"
"Jamaica",2002,6336444755.69483,"Americas"
"Japan",2002,997756712316.623,"Asia"
"Jersey",2002,,"Europe"
"Jordan",2002,7394376045.25605,"Asia"
"Kazakhstan",2002,53025015299.6699,"Asia"
"Kenya",2002,4.013e+09,"Africa"
"Kiribati",2002,,"Oceania"
"North Korea",2002,1.6651e+10,"Asia"
"South Korea",2002,309957885996.514,"Asia"
"United Korea (former)
",2002,,"Asia"
"Kosovo",2002,4906107415.21815,
"Kuwait",2002,3.2362e+10,"Asia"
"Kyrgyz Republic",2002,8000175701.00387,"Asia"
"Lao",2002,,"Asia"
"Latvia",2002,5356702146.21932,"Europe"
"Lebanon",2002,1.0724e+10,"Asia"
"Lesotho",2002,,"Africa"
"Liberia",2002,,"Africa"
"Libya",2002,1.3151e+10,"Africa"
"Liechtenstein",2002,,"Europe"
"Lithuania",2002,9790145836.78046,"Europe"
"Luxembourg",2002,7076384329.01888,"Europe"
"Macao, China",2002,,"Asia"
"Macedonia, FYR",2002,5.646e+09,"Europe"
"Madagascar",2002,,"Africa"
"Malawi",2002,,"Africa"
"Malaysia",2002,6.8281e+10,"Asia"
"Maldives",2002,,"Asia"
"Mali",2002,,"Africa"
"Malta",2002,1810239710.68442,"Europe"
"Marshall Islands",2002,,"Oceania"
"Martinique",2002,,"Americas"
"Mauritania",2002,,"Africa"
"Mauritius",2002,,"Africa"
"Mayotte",2002,,"Africa"
"Mexico",2002,1.85158e+11,"Americas"
"Micronesia, Fed. Sts.",2002,,"Oceania"
"Moldova",2002,4700495435.48697,"Europe"
"Monaco",2002,,"Europe"
"Mongolia",2002,2.746e+09,"Asia"
"Montenegro",2002,,"Europe"
"Montserrat",2002,,"Americas"
"Morocco",2002,1.5788e+10,"Africa"
"Mozambique",2002,4.987e+09,"Africa"
"Myanmar",2002,3.484e+09,"Asia"
"Namibia",2002,2.082e+09,"Africa"
"Nauru",2002,,"Oceania"
"Nepal",2002,1.67e+09,"Asia"
"Netherlands",2002,107407583233.229,"Europe"
"Netherlands Antilles",2002,,"Americas"
"New Caledonia",2002,,"Oceania"
"New Zealand",2002,37745403678.8654,"Oceania"
"Ngorno-Karabakh",2002,,
"Nicaragua",2002,1.839e+09,"Americas"
"Niger",2002,,"Africa"
"Nigeria",2002,1.3459e+10,"Africa"
"Niue",2002,,"Oceania"
"Norfolk Island",2002,,"Oceania"
"Northern Cyprus",2002,,"Asia"
"Northern Mariana Islands",2002,,"Oceania"
"Norway",2002,111667971939.502,"Europe"
"Oman",2002,8.223e+09,"Asia"
"Pakistan",2002,5.5663e+10,"Asia"
"Palau",2002,,"Oceania"
"Panama",2002,4.099e+09,"Americas"
"Papua New Guinea",2002,,"Oceania"
"Paraguay",2002,4.874e+09,"Americas"
"Peru",2002,1.9707e+10,"Americas"
"Philippines",2002,4.2497e+10,"Asia"
"Pitcairn",2002,,"Oceania"
"Poland",2002,122658426716.157,"Europe"
"Portugal",2002,44739443964.8999,"Europe"
"Puerto Rico",2002,,"Americas"
"Qatar",2002,1.0176e+10,"Asia"
"Reunion",2002,,"Africa"
"Romania",2002,45625435105.897,"Europe"
"Russia",2002,771932769833.036,"Europe"
"Rwanda",2002,,"Africa"
"St. Barthélemy",2002,,"Americas"
"St. Helena",2002,,"Africa"
"St. Kitts and Nevis",2002,,"Americas"
"St. Lucia",2002,,"Americas"
"St. Martin",2002,,
"St. Vincent and the Grenadines",2002,,"Americas"
"St.-Pierre-et-Miquelon",2002,,"Americas"
"Samoa",2002,,"Oceania"
"San Marino",2002,,"Europe"
"Sao Tome and Principe",2002,,"Africa"
"Saudi Arabia",2002,1.31908e+11,"Asia"
"Senegal",2002,1.515e+09,"Africa"
"Serbia",2002,44840958530.1714,"Europe"
"Serbia and Montenegro",2002,,
"Serbia excluding Kosovo",2002,,"Europe"
"Seychelles",2002,,"Africa"
"Sierra Leone",2002,,"Africa"
"Singapore",2002,31274786549.3295,"Asia"
"Slovak Republic",2002,27308973218.3491,"Europe"
"Slovenia",2002,12706510763.438,"Europe"
"Solomon Islands",2002,,"Oceania"
"Somalia",2002,,"Africa"
"Somaliland",2002,,"Africa"
"South Africa",2002,211222017148.354,"Africa"
"South Ossetia",2002,,
"Spain",2002,231328831983.068,"Europe"
"Sri Lanka",2002,5843074186.7766,"Asia"
"Sudan",2002,1784094355.96156,"Africa"
"Suriname",2002,,"Americas"
"Svalbard",2002,,"Europe"
"Swaziland",2002,,"Africa"
"Sweden",2002,139842688020.044,"Europe"
"Switzerland",2002,58046747484.0945,"Europe"
"Syria",2002,2.1075e+10,"Asia"
"Taiwan",2002,,"Asia"
"Tajikistan",2002,1.3757e+10,"Asia"
"Tanzania",2002,2.247e+09,"Africa"
"Thailand",2002,1.03636e+11,"Asia"
"Timor-Leste",2002,,"Asia"
"Togo",2002,5e+08,"Africa"
"Tokelau",2002,,"Oceania"
"Tonga",2002,,"Oceania"
"Transnistria",2002,,
"Trinidad and Tobago",2002,5.216e+09,"Americas"
"Tunisia",2002,10365073280.2421,"Africa"
"Turkey",2002,1.08621e+11,"Asia"
"Turkmenistan",2002,8.189e+09,"Asia"
"Turks and Caicos Islands",2002,,"Americas"
"Tuvalu",2002,,"Oceania"
"Uganda",2002,,"Africa"
"Ukraine",2002,136643006622.81,"Europe"
"United Arab Emirates",2002,4.3767e+10,"Asia"
"United Kingdom",2002,364786059364.635,"Europe"
"United States",2002,3835513914556.98,"Americas"
"Uruguay",2002,6681862278.48494,"Americas"
"USSR",2002,,"Europe"
"Uzbekistan",2002,44882732197.7857,"Asia"
"Wallis et Futuna",2002,,"Oceania"
"Vanuatu",2002,,"Oceania"
"Venezuela",2002,69387432909.437,"Americas"
"West Bank and Gaza",2002,,"Asia"
"West Germany",2002,,"Europe"
"Western Sahara",2002,,"Africa"
"Vietnam",2002,31156295488.8627,"Asia"
"Virgin Islands (U.S.)",2002,,"Americas"
"North Yemen (former)",2002,,
"South Yemen (former)",2002,,
"Yemen",2002,2.835e+09,"Asia"
"Yugoslavia",2002,,
"Zambia",2002,7.066e+09,"Africa"
"Zimbabwe",2002,1.05e+10,"Africa"
"Åland",2002,,"Europe"
"South Sudan",2002,,"Africa"
"Christian",2002,,
"Coastline",2002,,
"Curaçao",2002,,"Americas"
"Sint Maarten (Dutch part)",2002,,"Americas"
"St. Martin (French part)",2002,,"Americas"
"Antarctica",2002,,
"Virgin Islands, British",2002,,"Americas"
"Hawaiian Trade Zone",2002,,
"U.S. Pacific Islands",2002,,
"Wake Island",2002,,
"Bonaire",2002,,
"Sark",2002,,
"Chinese Taipei",2002,,"Asia"
"Saint Eustatius",2002,,
"Saba",2002,,
"Abkhazia",2003,,
"Afghanistan",2003,,"Asia"
"Akrotiri and Dhekelia",2003,,
"Albania",2003,4.466e+09,"Europe"
"Algeria",2003,2.5373e+10,"Africa"
"American Samoa",2003,,"Oceania"
"Andorra",2003,,"Europe"
"Angola",2003,1.737e+09,"Africa"
"Anguilla",2003,,"Americas"
"Antigua and Barbuda",2003,,"Americas"
"Argentina",2003,8.3042e+10,"Americas"
"Armenia",2003,3.985e+09,"Asia"
"Aruba",2003,,"Americas"
"Australia",2003,212890827934.095,"Oceania"
"Austria",2003,62593589365.4351,"Europe"
"Azerbaijan",2003,19726895423.0578,"Asia"
"Bahamas",2003,,"Americas"
"Bahrain",2003,7.465e+09,"Asia"
"Bangladesh",2003,1.7441e+10,"Asia"
"Barbados",2003,,"Americas"
"Belarus",2003,30141595903.0858,"Europe"
"Belgium",2003,86668720954.5213,"Europe"
"Belize",2003,,"Americas"
"Benin",2003,,"Africa"
"Bermuda",2003,,"Americas"
"Bhutan",2003,,"Asia"
"Bolivia",2003,3.874e+09,"Americas"
"Bosnia and Herzegovina",2003,8.403e+09,"Europe"
"Botswana",2003,2.408e+09,"Africa"
"Brazil",2003,342212998115.91,"Americas"
"British Virgin Islands",2003,,"Americas"
"Brunei",2003,2.799e+09,"Asia"
"Bulgaria",2003,31150797130.3846,"Europe"
"Burkina Faso",2003,,"Africa"
"Burundi",2003,,"Africa"
"Cambodia",2003,6.62e+08,"Asia"
"Cameroon",2003,2.808e+09,"Africa"
"Canada",2003,543387662943.995,"Americas"
"Cape Verde",2003,,"Africa"
"Cayman Islands",2003,,"Americas"
"Central African Republic",2003,,"Africa"
"Chad",2003,,"Africa"
"Channel Islands",2003,,
"Chile",2003,4.5929e+10,"Americas"
"China",2003,1785146383091.82,"Asia"
"Christmas Island",2003,,"Oceania"
"Cocos Island",2003,,
"Colombia",2003,3.6357e+10,"Americas"
"Comoros",2003,,"Africa"
"Congo, Dem. Rep.",2003,4.639e+09,"Africa"
"Congo, Rep.",2003,3.91e+08,"Africa"
"Cook Is",2003,,"Oceania"
"Costa Rica",2003,6.844e+09,"Americas"
"Cote d'Ivoire",2003,3.069e+09,"Africa"
"Croatia",2003,14022189277.027,"Europe"
"Cuba",2003,1.3401e+10,"Americas"
"Cyprus",2003,3.893e+09,"Asia"
"Czech Republic",2003,61878252493.5434,"Europe"
"Czechoslovakia",2003,,
"Denmark",2003,35550810881.5499,"Europe"
"Djibouti",2003,,"Africa"
"Dominica",2003,,"Americas"
"Dominican Republic",2003,1.194e+10,"Americas"
"East Germany",2003,,
"Ecuador",2003,8.944e+09,"Americas"
"Egypt",2003,8.3505e+10,"Africa"
"El Salvador",2003,4.159e+09,"Americas"
"Equatorial Guinea",2003,,"Africa"
"Eritrea",2003,2.33e+08,"Africa"
"Eritrea and Ethiopia",2003,,
"Estonia",2003,7123558933.97914,"Europe"
"Ethiopia",2003,2.066e+09,"Africa"
"Faeroe Islands",2003,,"Europe"
"Falkland Is (Malvinas)",2003,,"Americas"
"Fiji",2003,,"Oceania"
"Finland",2003,85677224656.408,"Europe"
"France",2003,453275283611.172,"Europe"
"French Guiana",2003,,"Americas"
"French Polynesia",2003,,"Oceania"
"Gabon",2003,1.213e+09,"Africa"
"Gambia",2003,,"Africa"
"Georgia",2003,7299942294.8093,"Asia"
"Germany",2003,576014379211.879,"Europe"
"Ghana",2003,4.645e+09,"Africa"
"Gibraltar",2003,,"Europe"
"Greece",2003,56079923691.8464,"Europe"
"Greenland",2003,,"Americas"
"Grenada",2003,,"Americas"
"Guadeloupe",2003,,"Americas"
"Guam",2003,,"Oceania"
"Guatemala",2003,5.635e+09,"Americas"
"Guernsey",2003,,"Europe"
"Guinea",2003,,"Africa"
"Guinea-Bissau",2003,,"Africa"
"Guyana",2003,,"Americas"
"Haiti",2003,2.56e+08,"Americas"
"Holy See",2003,,"Europe"
"Honduras",2003,3.839e+09,"Americas"
"Hong Kong, China",2003,38981437414.1261,"Asia"
"Hungary",2003,36862044537.8038,"Europe"
"Iceland",2003,8015616276.53953,"Europe"
"India",2003,461692000417.486,"Asia"
"Indonesia",2003,9.4481e+10,"Asia"
"Iran",2003,1.28663e+11,"Asia"
"Iraq",2003,26348268925.1235,"Asia"
"Ireland",2003,24434204297.6879,"Europe"
"Isle of Man",2003,,"Europe"
"Israel",2003,41906788974.6924,"Asia"
"Italy",2003,325424385855.186,"Europe"
"Jamaica",2003,6577122860.18966,"Americas"
"Japan",2003,986168476089.854,"Asia"
"Jersey",2003,,"Europe"
"Jordan",2003,7735000625.48412,"Asia"
"Kazakhstan",2003,56377639374.3948,"Asia"
"Kenya",2003,4.31e+09,"Africa"
"Kiribati",2003,,"Oceania"
"North Korea",2003,1.768e+10,"Asia"
"South Korea",2003,325542855720.345,"Asia"
"United Korea (former)
",2003,,"Asia"
"Kosovo",2003,4710257698.71544,
"Kuwait",2003,3.5424e+10,"Asia"
"Kyrgyz Republic",2003,9779749589.35618,"Asia"
"Lao",2003,,"Asia"
"Latvia",2003,5727797394.96384,"Europe"
"Lebanon",2003,1.1092e+10,"Asia"
"Lesotho",2003,,"Africa"
"Liberia",2003,,"Africa"
"Libya",2003,1.3593e+10,"Africa"
"Liechtenstein",2003,,"Europe"
"Lithuania",2003,10523523545.9389,"Europe"
"Luxembourg",2003,7256990501.07389,"Europe"
"Macao, China",2003,,"Asia"
"Macedonia, FYR",2003,6.384e+09,"Europe"
"Madagascar",2003,,"Africa"
"Malawi",2003,,"Africa"
"Malaysia",2003,7.1989e+10,"Asia"
"Maldives",2003,,"Asia"
"Mali",2003,,"Africa"
"Malta",2003,1972232449.03182,"Europe"
"Marshall Islands",2003,,"Oceania"
"Martinique",2003,,"Americas"
"Mauritania",2003,,"Africa"
"Mauritius",2003,,"Africa"
"Mayotte",2003,,"Africa"
"Mexico",2003,1.83778e+11,"Americas"
"Micronesia, Fed. Sts.",2003,,"Oceania"
"Moldova",2003,5320144626.61115,"Europe"
"Monaco",2003,,"Europe"
"Mongolia",2003,2.885e+09,"Asia"
"Montenegro",2003,,"Europe"
"Montserrat",2003,,"Americas"
"Morocco",2003,1.7323e+10,"Africa"
"Mozambique",2003,7.239e+09,"Africa"
"Myanmar",2003,3.849e+09,"Asia"
"Namibia",2003,2.193e+09,"Africa"
"Nauru",2003,,"Oceania"
"Nepal",2003,1.769e+09,"Asia"
"Netherlands",2003,108947648934.424,"Europe"
"Netherlands Antilles",2003,,"Americas"
"New Caledonia",2003,,"Oceania"
"New Zealand",2003,37824501779.1518,"Oceania"
"Ngorno-Karabakh",2003,,
"Nicaragua",2003,1.944e+09,"Americas"
"Niger",2003,,"Africa"
"Nigeria",2003,1.3444e+10,"Africa"
"Niue",2003,,"Oceania"
"Norfolk Island",2003,,"Oceania"
"Northern Cyprus",2003,,"Asia"
"Northern Mariana Islands",2003,,"Oceania"
"Norway",2003,105767267363.366,"Europe"
"Oman",2003,8.47e+09,"Asia"
"Pakistan",2003,6.0531e+10,"Asia"
"Palau",2003,,"Oceania"
"Panama",2003,4.371e+09,"Americas"
"Papua New Guinea",2003,,"Oceania"
"Paraguay",2003,4.708e+09,"Americas"
"Peru",2003,2.0607e+10,"Americas"
"Philippines",2003,4.613e+10,"Asia"
"Pitcairn",2003,,"Oceania"
"Poland",2003,126988660218.136,"Europe"
"Portugal",2003,45873408927.7206,"Europe"
"Puerto Rico",2003,,"Americas"
"Qatar",2003,1.1175e+10,"Asia"
"Reunion",2003,,"Africa"
"Romania",2003,48689036869.4932,"Europe"
"Russia",2003,793944000056.078,"Europe"
"Rwanda",2003,,"Africa"
"St. Barthélemy",2003,,"Americas"
"St. Helena",2003,,"Africa"
"St. Kitts and Nevis",2003,,"Americas"
"St. Lucia",2003,,"Americas"
"St. Martin",2003,,
"St. Vincent and the Grenadines",2003,,"Americas"
"St.-Pierre-et-Miquelon",2003,,"Americas"
"Samoa",2003,,"Oceania"
"San Marino",2003,,"Europe"
"Sao Tome and Principe",2003,,"Africa"
"Saudi Arabia",2003,1.45998e+11,"Asia"
"Senegal",2003,1.344e+09,"Africa"
"Serbia",2003,43108913191.8855,"Europe"
"Serbia and Montenegro",2003,,
"Serbia excluding Kosovo",2003,,"Europe"
"Seychelles",2003,,"Africa"
"Sierra Leone",2003,,"Africa"
"Singapore",2003,33152732891.0275,"Asia"
"Slovak Republic",2003,27132347602.3434,"Europe"
"Slovenia",2003,13119402509.2535,"Europe"
"Solomon Islands",2003,,"Oceania"
"Somalia",2003,,"Africa"
"Somaliland",2003,,"Africa"
"South Africa",2003,215407373369.623,"Africa"
"South Ossetia",2003,,
"Spain",2003,239664115863.525,"Europe"
"Sri Lanka",2003,6336395870.02556,"Asia"
"Sudan",2003,1934426033.50346,"Africa"
"Suriname",2003,,"Americas"
"Svalbard",2003,,"Europe"
"Swaziland",2003,,"Africa"
"Sweden",2003,137249219594.632,"Europe"
"Switzerland",2003,59882387157.5982,"Europe"
"Syria",2003,2.2539e+10,"Asia"
"Taiwan",2003,,"Asia"
"Tajikistan",2003,1.399e+10,"Asia"
"Tanzania",2003,2.031e+09,"Africa"
"Thailand",2003,1.10614e+11,"Asia"
"Timor-Leste",2003,,"Asia"
"Togo",2003,5.49e+08,"Africa"
"Tokelau",2003,,"Oceania"
"Tonga",2003,,"Oceania"
"Transnistria",2003,,
"Trinidad and Tobago",2003,6.125e+09,"Americas"
"Tunisia",2003,9762887516.00642,"Africa"
"Turkey",2003,1.17099e+11,"Asia"
"Turkmenistan",2003,8.13e+09,"Asia"
"Turks and Caicos Islands",2003,,"Americas"
"Tuvalu",2003,,"Oceania"
"Uganda",2003,,"Africa"
"Ukraine",2003,142833327687.917,"Europe"
"United Arab Emirates",2003,4.618e+10,"Asia"
"United Kingdom",2003,368532497349.867,"Europe"
"United States",2003,3876350312529.43,"Americas"
"Uruguay",2003,6304152766.20036,"Americas"
"USSR",2003,,"Europe"
